Код;ОКВЭД;Корректировка валовой добавленной стоимости на экономические операции, не наблюдаемые прямыми статистическими методами (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);корректировка валовой добавленной стоимости на теневые операции юридических лиц (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);корректировка валовой добавленной стоимости на операции неформального сектора экономики и на производство домашних хозяйств для собственного конечного использования (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);Корректировка валовой добавленной стоимости на экономические операции, не наблюдаемые прямыми статистическими методами, в процентах к ВВП;year;source
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0,7;0;0,7;0;2012;NA_2015
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0,7;0;0,7;0;2012;NA_2014
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0;2013;NA_2017
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0,8;0;0,8;0;2013;NA_2015
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0;2014;NA_2017
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0;2015;NA_2017
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2002;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;3,09269E-06;3,09269E-06;0;9,08524E-08;2003;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2004;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2005;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2006;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2007;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2008;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0;0;0;0;2009;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0,041047992;2010;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1;0;1;0,034867373;2011;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1;0;1;0,032460904;2011_2;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0,8;0;0,8;0,027473979;2012;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0,044131583;2013;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0,042626183;2014;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,3;0;1,3;0,040586485;2015;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,2;0;1,2;0,047246245;2016;GVA_05_2021
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1;0;1;0;2011;NAs_08_2018
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0,8;0;0,8;0;2012;NAs_08_2018
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0;2013;NAs_08_2018
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0;2014;NAs_08_2018
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,3;0;1,3;0;2015;NAs_08_2018
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,2;0;1,2;0;2016;NAs_08_2018
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1;0;1;0;2011;NAs_09_2016
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;0,8;0;0,8;0;2012;NAs_09_2016
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1,1;0;1,1;0;2013;NAs_09_2016
Раздел J;ФИНАНСОВАЯ ДЕЯТЕЛЬНОСТЬ;1;0;1;0;2014;NAs_09_2016
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0;2017;NA_2023
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0;2017;NA_2021
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0;2017;NA_2019
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0;2018;NA_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0;2018;NA_2021
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0;2019;NA_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0;2019;NA_2021
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0;2020;NA_2023
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0;2021;NA_2023
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_02_2024
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_02_2024
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_02_2024
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0,029073188;2020;GVA_02_2024
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,023051334;2021;GVA_02_2024
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,02102391;2022;GVA_02_2024
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_04_2024
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_04_2024
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_04_2024
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0,029073188;2020;GVA_04_2024
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,023051334;2021;GVA_04_2024
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,021045786;2022;GVA_04_2024
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_12_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_12_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_12_2023
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0,029073188;2020;GVA_12_2023
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,023051334;2021;GVA_12_2023
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,02102391;2022;GVA_12_2023
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_04_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_04_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_04_2023
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0,029073188;2020;GVA_04_2023
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,02313291;2021;GVA_04_2023
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_02_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_02_2023
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_02_2023
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0,029073178;2020;GVA_02_2023
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,02313291;2021;GVA_02_2023
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_12_2022
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_12_2022
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_12_2022
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0,029073178;2020;GVA_12_2022
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0,02313291;2021;GVA_12_2022
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_04_2022
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_04_2022
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_04_2022
Раздел K;Деятельность финансовая и страховая;0,7;0;0,7;0,029404996;2020;GVA_04_2022
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_02_2022
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_02_2022
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_02_2022
Раздел K;Деятельность финансовая и страховая;0,7;0;0,7;0,029425567;2020;GVA_02_2022
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_12_2021
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031624372;2018;GVA_12_2021
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,03030341;2019;GVA_12_2021
Раздел K;Деятельность финансовая и страховая;0,7;0;0,7;0,029425567;2020;GVA_12_2021
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0,041919998;2017;GVA_04_2020
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0,031392247;2018;GVA_04_2020
Раздел K;Деятельность финансовая и страховая;1,2;0;1,2;0;2016;NAs_08_2024
Раздел K;Деятельность финансовая и страховая;1,1;0;1,1;0;2017;NAs_08_2024
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0;2018;NAs_08_2024
Раздел K;Деятельность финансовая и страховая;0,8;0;0,8;0;2019;NAs_08_2024
Раздел K;Деятельность финансовая и страховая;0,6;0;0,6;0;2020;NAs_08_2024
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0;2021;NAs_08_2024
Раздел K;Деятельность финансовая и страховая;0,5;0;0,5;0;2022;NAs_08_2024
Раздел K;ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ;1,1;0;1,1;0;2017;NAs_08_2022
Раздел K;ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ;0,8;0;0,8;0;2018;NAs_08_2022
Раздел K;ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ;0,8;0;0,8;0;2019;NAs_08_2022
Раздел K;ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ;0,7;0;0,7;0;2020;NAs_08_2022
Раздел K;ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ;1,1;0;1,1;0;2017;NAs_07_2020
Раздел K;ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ;0,8;0;0,8;0;2018;NAs_07_2020
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;33,7;20,8;12,9;3,2;2002;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;33,4;20,6;12,8;3,2;2002;NA_2009
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,9;21,4;10,5;3;2003;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,9;21,4;10,5;3;2003;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,6;21,2;10,4;3;2003;NA_2009
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;34,8;14,2;20,6;2,9;2004;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;34,8;14,2;20,6;2,9;2004;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;34,8;14,2;20,6;2,9;2004;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;36,5;16;20,5;3;2004;NA_2009
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,4;15,7;21,7;3,2;2005;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,4;15,7;21,7;3,2;2005;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,4;15,7;21,7;3,2;2005;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,4;15,7;21,7;3,2;2005;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,5;16,1;21,4;3,2;2005;NA_2009
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,7;16,3;21,4;3,2;2006;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,7;16,3;21,4;3,2;2006;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,7;16,3;21,4;3,2;2006;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,7;16,3;21,4;3,2;2006;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,7;16,3;21,4;3,2;2006;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,5;16,1;21,4;3,2;2006;NA_2009
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;3;2007;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;3;2007;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;3;2007;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;3;2007;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;3;2007;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;3;2007;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,9;13,9;18;3;2007;NA_2009
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;27,5;10,8;16,7;2,6;2008;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;27,5;10,8;16,7;2,6;2008;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;27,5;10,8;16,7;2,6;2008;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;27,5;10,8;16,7;2,6;2008;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;27,5;10,8;27,5;2,6;2008;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;26,7;9,7;17;2,6;2008;NA_2010
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,1;13,8;17,2;3,4;2009;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,1;13,8;17,2;3,4;2009;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,1;13,8;17,2;3,4;2009;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,1;13,8;17,2;3,4;2009;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,4;13,6;17,8;3,3;2009;NA_2011
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;29,6;13,3;16,3;3,1;2010;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;29,6;13,3;16,3;3,1;2010;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;29,6;13,3;16,3;3,1;2010;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31;13,3;17,7;3,3;2010;NA_2012
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;52,7;10,2;42,5;7,9;2011;NA_2017
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;33,5;16,3;17,2;3,3;2011;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;33,5;16,3;17,2;3,3;2011;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;34;17,6;16,4;3,4;2011;NA_2013
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;52,9;10;42,9;7,9;2012;NA_2017
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,1;13,8;17,4;3,1;2012;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32,2;15;17,2;3,3;2012;NA_2014
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;48,3;8;40,3;7,5;2013;NA_2017
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;29,9;13,7;16,2;3,1;2013;NA_2015
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;46,8;7,9;38,9;7,2;2014;NA_2017
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;48,3;10,4;37,9;7,5;2015;NA_2017
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;33,67592078;20,81826559;12,85765519;3,17077869;2002;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,88299093;21,40834819;10,47464274;3,009492509;2003;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;34,83544462;14,19510755;20,64033708;2,880640898;2004;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,37521313;15,65867817;21,71653496;3,162972917;2005;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;37,70211197;16,29985179;21,40226018;3,204140933;2006;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;32;13,7;18,3;2,987928249;2007;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;27,5;10,8;16,7;2,638939718;2008;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;31,1;13,8;17,2;3,376970978;2009;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;29,6;13,3;16,3;3,132227867;2010;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;33,5;16,3;17,2;3,2977398;2011;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;52,6;10,2;42,4;7,875282179;2011_2;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;53,9;9,8;44,2;8,263250135;2012;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;48,4;8;40,4;7,566728024;2013;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;46,9;7,9;39;7,223795417;2014;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;45;9,4;35,6;7,171184903;2015;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;45;9,4;35,6;7,288898961;2016;GVA_05_2021
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;52,7;10,2;42,5;7,9;2011;NAs_08_2018
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;52,9;10;42,9;7,9;2012;NAs_08_2018
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;48,3;8;40,3;7,5;2013;NAs_08_2018
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;46,8;7,9;38,9;7,2;2014;NAs_08_2018
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;45,1;9,4;35,6;7,2;2015;NAs_08_2018
Раздел K;ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И ПРЕДОСТАВЛЕНИЕ УСЛУГ;44,4;9,2;35,1;7,3;2016;NAs_08_2018
